"","ATEMP_SUMMER_HIST_HUC12","WOODY_VEG_PCT_HUC12","N_RED_DRYDEP_HUC12","HUC12_join","preds"
"1322",26.13,7.71,2.271018449,110300170206,NA
"1323",21.88,72.53,0.305672587,100901010601,NA
"1324",32.69,82.96,0.54117102,150602030702,NA
"1325",30.32,56.73,1.062262001,31102030908,NA
"1326",21.56,14.63,2.139232737,71200070104,NA
"1327",25.15,19.25,1.686627685,71402040611,NA
"1328",31.38,20.2,1.000287012,31001010902,NA
"1329",25.03,67.92,0.810653283,30101011505,NA
"1330",27.89,43.35,3.253484387,30402030303,NA
"1331",27.84,28.44,1.544514203,111102070404,NA
"1332",31.8,56.95,1.392031326,121003020509,NA
"1333",25.62,57.11,3.049735428,30401010602,NA
"1334",26.25,24.72,2.76434784,110701010502,NA
"1335",27.91,48.69,1.17681533,111102070401,NA
"1336",29.78,86.29,0.544132597,30701060501,NA
"1337",29.8,57.7,1.354135096,80403010201,NA
"1338",28.04,22.11,2.604782117,111102010104,NA
"1339",29.81,8.7,1.884209373,120301020701,NA
"1340",27.2,33.93,2.29832546,30202040401,NA
"1341",21.95,51.78,0.490290011,100902080501,NA
"1342",30.51,29.95,1.183603013,31002070502,NA
"1343",19.4,7.59,2.348449472,90201081206,NA
"1344",25.64,2.2,2.114148849,102600120401,NA
"1345",26.05,50.83,3.140738023,110702070806,NA
"1346",27.73,17.57,1.763963902,110902020101,NA
"1347",23.74,28.99,1.025327884,60101050901,NA
"1348",29.78,0.68,2.705171442,120401040403,NA
"1349",27.54,72.83,1.819983303,30300050407,NA
"1350",22.88,13.5,2.482388908,71000081404,NA
"1351",27.3,45.32,3.771939666,30202020603,NA
"1352",26.29,42.27,1.379999273,30401011501,NA
"1353",30.72,69.45,0.712573253,120902040804,NA
"1354",27.81,69.73,1.549806947,31601090205,NA
"1355",27.68,68.25,4.464052726,30300050104,NA
"1356",30.51,23,1.249276851,120701020206,NA
"1357",28.89,30.9,2.167364358,111402010401,NA
"1358",28.21,21.86,3.046669732,111101040609,NA
"1359",18.89,0.44,1.896902991,90203080503,NA
"1360",20.04,0.25,3.264989093,101702021102,NA
"1361",29.34,79.94,1.146270074,80702020603,NA
"1362",28.93,50.63,0.897404826,31602020404,NA
"1363",29.73,10.93,1.896984469,120301040307,NA
"1364",26.23,5.52,2.018189074,102600100307,NA
"1365",26.64,58.83,1.630055161,30201010404,NA
"1366",28.18,35.4,2.000039417,111102030506,NA
"1367",22.04,12.82,1.983240923,71200040603,NA
"1368",25,20.6,1.460229737,71401060206,NA
"1369",25.66,71.05,0.890826841,30101030504,NA
"1370",27.67,77.23,3.123429217,30300050405,NA
"1371",22.18,2.47,0.785326608,101201100303,NA
"1372",26.12,27.9,3.033758713,110702050305,NA
"1373",23.99,12,2.249844874,102400040202,NA
"1374",22.18,34.07,1.450875905,170402090301,NA
"1375",26.69,31.36,1.151215535,30501020603,NA
"1376",27.23,57.84,1.036339759,30501080106,NA
"1377",28.03,14.9,2.767463333,111101040612,NA
"1378",29.04,58.06,0.730036364,31300030106,NA
"1379",24.63,69.46,0.842668799,20700110102,NA
"1380",27.02,30.94,3.898940798,31501030202,NA
"1381",26.61,13.61,2.877064222,110701030207,NA
"1382",25,66.4,1.081013487,20801040101,NA
"1383",25.02,78.79,0.634929089,30501010105,NA
"1384",25.06,23.64,1.911367615,71401021004,NA
"1385",27.35,34,6.458668326,30202020303,NA
"1386",19.45,57.78,0.589370839,170102051603,NA
"1387",22.86,8.43,2.80100788,102300070604,NA
"1388",26.49,46.95,1.648538544,30202011501,NA
"1389",27.06,71.66,1.41831228,30300030607,NA
"1390",25.83,0.01,2.238534427,102600030202,NA
"1391",28.25,42.39,2.944850179,111101050903,NA
"1392",19.31,72.32,0.399066313,170102050806,NA
"1393",20.13,5.28,0.902645522,170601080302,NA
"1394",25.8,53.58,1.248636711,51401030603,NA
"1395",26.87,44.77,2.28148773,30300040501,NA
"1396",24.93,28.07,1.782241085,71100090102,NA
"1397",22.67,14.64,2.628852487,71000080701,NA
"1398",27.38,12.88,0.812914648,110200101904,NA
"1399",30.15,66.77,0.695714361,120302030102,NA
"1400",18.44,98.42,0.433074989,160503010301,NA
"1401",18.25,91.38,0.400670736,170103020303,NA
"1402",27.36,44.46,2.209575601,110701050302,NA
"1403",31.21,65.05,0.836536374,30801010201,NA
"1404",26.26,67.3,1.304455995,30201020301,NA
"1405",25.94,22.44,3.269592466,110702070901,NA
"1406",28.23,2.97,3.03097254,180400121102,NA
"1407",26.86,66.19,1.46093298,31501041604,NA
"1408",29.69,88.51,0.769106933,80403040402,NA
"1409",27.35,19.67,2.081493277,110701060707,NA
"1410",27.6,71.51,4.695026974,30300050206,NA
"1411",28.13,31.23,1.132521031,111203020213,NA
"1412",25.07,11.71,2.705476464,102701020807,NA
"1413",26.17,78.06,1.024314588,20802060505,NA
"1414",22.43,67.76,0.288532668,160401030904,NA
"1415",27.3,64.28,2.005497559,30300040408,NA
"1416",25.49,19.88,1.652252584,20802050607,NA
"1417",25.85,16.93,1.436435438,30300020105,NA
"1418",27.27,75.19,1.525827168,30300040101,NA
"1419",26.11,19.33,1.480713543,31300011004,NA
"1420",21.41,81.31,0.412477943,170402130605,NA
"1421",27.07,29.47,1.741191566,110100090201,NA
"1422",20.6,48.82,1.125673639,20501070110,NA
"1423",21.34,64.72,0.421053891,180102020706,NA
"1424",25.12,58.67,1.884730153,30401010307,NA
"1425",26.59,54.06,1.981195228,30202030101,NA
"1426",23.48,13.21,3.845433877,102001011107,NA
"1427",19.75,1.71,2.668309928,90201010507,NA
"1428",22.16,15.84,1.396350361,20301030802,NA
"1429",19.03,95.09,0.427144853,160503010302,NA
"1430",27.03,57.53,2.169048896,31501030205,NA
"1431",29.86,23.56,2.148963249,120301050108,NA
"1432",18.94,96.47,0.612517475,160502010201,NA
"1433",27.08,18.29,1.999454481,30701030101,NA
"1434",29.62,74.62,0.742019796,31800050606,NA
"1435",25.19,68.67,2.148512018,30401010504,NA
"1436",26.18,34.33,1.302692885,30501020303,NA
"1437",18.63,42.78,2.858934619,41504070603,NA
"1438",28.93,50.39,1.457565361,111401060505,NA
"1439",29.01,20.6,2.553862026,111402010402,NA
"1440",22.85,18.43,1.351754644,180600130203,NA
"1441",27.44,61.87,1.097064296,30501080202,NA
"1442",21.94,6.73,5.533535645,101702031905,NA
"1443",27.41,22.61,3.031248709,110701070405,NA
"1444",19.27,65.04,0.825025102,41504080707,NA
"1445",29.16,32.53,1.886972683,111203030405,NA
"1446",27.06,20.95,1.795392935,30701030102,NA
"1447",19.93,19.26,1.650165785,41300030703,NA
"1448",25.04,41.83,1.798067559,71402040902,NA
"1449",31.23,38.05,1.693738524,31002040205,NA
"1450",21.54,0.91,3.519233708,71200040403,NA
"1451",25.13,7.88,2.543995669,102901010106,NA
"1452",26.73,15.66,1.922933991,31300011202,NA
"1453",25.01,9.3,2.535506491,102901010306,NA
"1454",23.18,26.29,1.751266117,20402010105,NA
"1455",28.91,31.49,1.825088046,111401060607,NA
"1456",25.76,18.53,3.53890885,102901030107,NA
"1457",20.88,79.79,0.562146222,20401040606,NA
"1458",23.31,2.32,4.327361222,102200030604,NA
"1459",25.5,51.47,1.788360765,30401010903,NA
"1460",24.6,24.23,1.811550676,71401010207,NA
"1461",29.7,35.91,1.719892205,80403010204,NA
"1462",18.46,9.87,1.69823842,90203070203,NA
"1463",19.93,0.94,3.515060693,101702021110,NA
"1464",24.5,53.95,1.353435405,51002050905,NA
"1465",25.41,11.5,1.481206584,51201141001,NA
"1466",24.67,24.9,2.381418785,102400120901,NA
"1467",21.9,49.19,0.375720896,100901010301,NA
"1468",21.5,49.53,0.805880345,10802070602,NA
"1469",27.81,31.65,2.029223397,111101020307,NA
"1470",20.68,60.29,0.839165797,140500050310,NA
"1471",23.7,3.91,2.939187077,102002030901,NA
"1472",28.29,65.17,1.545068873,30501091303,NA
"1473",28.47,88.56,0.698857516,80402030901,NA
"1474",26.29,0.35,2.201899515,110300080107,NA
"1475",29.69,15.46,1.623837562,120301010605,NA
"1476",23.74,47.43,0.514336105,160501020607,NA
"1477",24.71,74.98,1.141343719,51401020201,NA
"1478",23.37,86.28,0.327507381,140802020302,NA
"1479",23.67,41.37,2.073308582,71100010301,NA
"1480",27.39,26.74,9.33220917,30202020103,NA
"1481",26.15,65.3,2.09143051,30102040808,NA
"1482",27.02,32.55,1.696159538,31300020103,NA
"1483",26.19,17.53,5.651119958,111101030502,NA
"1484",20.18,93.62,0.402790394,140100030606,NA
"1485",26.78,15.96,3.093873459,110702060104,NA
"1486",22.23,97.63,0.312901498,130201011102,NA
"1487",21.45,6.81,3.683981686,71200040506,NA
"1488",29.84,3.55,2.407632753,120301050102,NA
"1489",24.21,19.14,2.158882689,102801030903,NA
"1490",29.41,79.01,0.654139574,30601060905,NA
"1491",21.89,54.93,0.30693556,160401011203,NA
"1492",18.45,3.72,2.358469391,90202030107,NA
"1493",32.68,99.2,0.23673477,130402030201,NA
"1494",26.72,50.69,1.158425832,30501051601,NA
"1495",30.27,38.61,1.496192954,120302010406,NA
"1496",25.61,35.17,3.234457081,102901020401,NA
"1497",25.54,93.84,0.688140125,110100070502,NA
"1498",29.89,61.15,0.839438745,130301020804,NA
"1499",22.64,4.2,1.869831978,20301030703,NA
"1500",27.02,44.76,1.64445499,110100071001,NA
"1501",27.03,18.39,2.197099194,110701030305,NA
"1502",24.99,20.59,2.899539941,102701040407,NA
"1503",24.14,0.89,1.922051757,101900030408,NA
"1504",25.77,0.82,2.246423327,102600070303,NA
"1505",25.14,27.61,1.839106708,51201140807,NA
"1506",20.85,43.21,2.828500356,70400050504,NA
"1507",18.79,0.36,1.958667441,101600010405,NA
"1508",25.97,64.79,1.448059825,30401011007,NA
"1509",25.04,65.76,1.668359437,30401010305,NA
"1510",25.63,7.22,2.260452233,102600080607,NA
"1511",30.22,38.25,1.170166615,120702010907,NA
"1512",24.16,6.31,1.361339949,160201020603,NA
"1513",25.61,46.72,3.055374279,30401010606,NA
"1514",22.57,3.42,1.63412369,101500060805,NA
"1515",22.59,10.11,2.643082811,71200040804,NA
"1516",25.11,7.86,1.858233644,51201150305,NA
"1517",29.85,77.72,0.793453953,80802040406,NA
"1518",24.96,21.98,1.934442175,51201140803,NA
"1519",21.82,0.23,0.872310483,101303060201,NA
"1520",30.15,25.1,1.202092978,120402030103,NA
"1521",28.05,6.45,2.055460205,110500021101,NA
"1522",23.66,5.2,3.318946961,102002031005,NA
"1523",26.9,6.89,1.969613753,110300180408,NA
"1524",29.84,33.68,1.441085457,120301050504,NA
"1525",22.04,3.91,3.744535779,101701022003,NA
"1526",28.52,1.5,1.773971329,111303020406,NA
"1527",18.64,93.17,0.547692008,140500050305,NA
"1528",18.38,4.54,2.093060599,90203110503,NA
"1529",20.3,2.76,2.740631584,70200010706,NA
"1530",24.83,28.31,1.350336083,71401060203,NA
"1531",21.62,62.42,0.411163779,100901010407,NA
"1532",25.2,10.83,3.293356138,102701040205,NA
"1533",31.28,59.09,0.60873146,31001020303,NA
"1534",24.36,48.44,1.017122836,60101050907,NA
"1535",23.14,21.84,2.956484326,102300060505,NA
"1536",27.82,5.2,1.894295429,111003010605,NA
"1537",27.42,51.83,2.654055327,30401050707,NA
"1538",26.54,19.33,1.918170798,31300011203,NA
"1539",22.95,1.31,0.709768757,101201090702,NA
"1540",27.76,23.76,1.736794378,110600060507,NA
"1541",28.59,86.14,1.126613535,80402040301,NA
"1542",25.97,3.93,2.32951088,102600080306,NA
"1543",25.61,8.96,3.173857245,102901010407,NA
"1544",20.12,81.77,0.353214225,140401060101,NA
"1545",20.24,19.27,2.781907129,70102060104,NA
"1546",31.18,65.9,0.769627448,30801010302,NA
"1547",26.24,34.56,2.03733071,31300010901,NA
"1548",28.77,35.4,1.663775832,111401020205,NA
"1549",22.07,15.07,2.462264087,71200040706,NA
"1550",24.33,20.19,2.320128406,102400110103,NA
"1551",25.23,9.11,3.412991622,110702040107,NA
"1552",32.98,86.65,0.713639693,121101051105,NA
"1553",22.24,6.63,2.117992849,71200040810,NA
"1554",24.27,20.44,1.514874823,71402020407,NA
"1555",27.58,16.01,2.061474503,111101010305,NA
"1556",29.29,80.64,0.919895724,111403060209,NA
"1557",29.34,72.15,0.982480058,111403070209,NA
"1558",28.55,4.89,2.194783042,80302071300,NA
"1559",22.98,3.17,3.098272614,102200010707,NA
"1560",26.37,56.81,1.448821421,30401020504,NA
"1561",23.46,7.07,4.956312023,102001030506,NA
"1562",19.4,6.98,2.42992039,90201040506,NA
"1563",28.99,93.58,0.328179018,150602020407,NA
"1564",21.53,22.53,0.921591865,11000040105,NA
"1565",26.82,76.31,1.6506642,30401040304,NA
"1566",28.04,98.56,0.398736598,130600011308,NA
"1567",22.34,47.77,1.156501375,20301030606,NA
"1568",18.98,92.26,0.327798065,170102040705,NA
"1569",27.05,78.82,1.281383616,30300030608,NA
"1570",29.05,23.6,1.916157346,111401060407,NA
"1571",27.65,17.64,2.122283122,111101010506,NA
"1572",25.84,2.52,2.104957719,102600140206,NA
"1573",16.65,90.45,1.083966742,160501010402,NA
"1574",23.28,7.53,3.299876217,102200031006,NA
"1575",30.44,52.4,2.435814767,31102050305,NA
"1576",23.2,11.34,2.561468191,101500071004,NA
"1577",24.8,17.32,1.796003407,71402040506,NA
"1578",22.9,9.15,6.407261305,102200030804,NA
"1579",30.24,37.34,1.615053244,120302020303,NA
"1580",26.16,3.1,2.235656672,102600060507,NA
"1581",23.25,1.31,1.795524483,101900030204,NA
"1582",26.46,2.27,2.706353149,110300080304,NA
"1583",30.18,61.85,0.989443536,120302021106,NA
"1584",30.91,39.12,1.553348627,120903010108,NA
"1585",22.84,12.11,2.230688457,102100070101,NA
"1586",25.29,23.7,2.782664001,102901010403,NA
"1587",23.19,3.84,3.65233496,101701022005,NA
"1588",18.91,82.38,0.405949589,140200030605,NA
"1589",22.6,8.54,0.880087486,101202021305,NA
"1590",25.52,3.88,2.271165734,102600150305,NA
"1591",29.88,17.2,1.782155164,120301050403,NA
"1592",25.94,4.43,2.217992162,102600080305,NA
"1593",27.09,55.73,1.896135925,30300040204,NA
"1594",26.51,19.66,2.974855517,110702050605,NA
"1595",25.84,12.13,2.949325781,110702040505,NA
"1596",26.28,19.4,3.078627088,110702050601,NA
"1597",21.01,6.89,4.338524062,71200030105,NA
"1598",28.04,71.91,1.258744863,111101050304,NA
"1599",15.69,97.66,0.780304234,160502010302,NA
"1600",23.66,70.32,0.731277001,30101011401,NA
"1601",29.07,23.85,1.589038934,111401010807,NA
"1602",28.91,83.66,0.68930125,31300030606,NA
"1603",24.19,89.93,0.692739271,20403010504,NA
"1604",30.12,14.13,1.470065706,120903020206,NA
"1605",26.8,74.27,0.799062224,30501051604,NA
"1606",22.58,12.41,1.538586283,170300030206,NA
"1607",28.3,52.67,1.822008745,110902020606,NA
"1608",31.7,36.41,1.294304052,121003040405,NA
"1609",23.14,2.83,1.526563114,102100011004,NA
"1610",27.48,24.71,2.015126457,110100090306,NA
"1611",26.92,9.66,2.051648555,110300130305,NA
"1612",25.68,33.89,2.81493584,102901020403,NA
"1613",31.22,24.54,1.433714106,120903010701,NA
"1614",25.89,79.33,0.852192533,20801020204,NA
"1615",25.74,70.71,2.801104866,31501020402,NA
"1616",26.66,3.59,1.968945516,30501030102,NA
"1617",21.14,0.36,3.913443072,101701020402,NA
"1618",25.44,44.64,1.164650589,20802050606,NA
"1619",29.44,89.34,0.712760527,80602050602,NA
"1620",31.14,41.34,1.367577309,120903010404,NA
"1621",28.34,71.13,1.394814371,30501091003,NA
"1622",29.34,89.76,0.350065505,31300110803,NA
"1623",24.83,8.96,2.949115625,102400070108,NA
"1624",21.21,5.16,4.591369248,101702031705,NA
"1625",25.98,2.48,2.209180153,102600060503,NA
"1626",29.06,77.14,0.614189409,31300030602,NA
"1627",21.26,53.26,0.697021232,101102010706,NA
"1628",24.42,21.11,2.718373099,71402030603,NA
"1629",28.23,55.12,0.722673112,31300020908,NA
"1630",26.2,59.91,1.215061536,30101060205,NA
"1631",22.42,7.7,2.505459668,71200040805,NA
"1632",25.48,6.81,2.747977162,102702070505,NA
"1633",26.7,8.92,2.013653443,30202010804,NA
"1634",22.79,30.31,1.321530499,180600051507,NA
"1635",30.55,47.65,1.656408592,31102050105,NA
"1636",30.72,16.25,1.686584926,120903020201,NA
"1637",25.07,51.77,1.458868129,103002000301,NA
"1638",23.21,5.28,5.583933386,102002010207,NA
"1639",25.87,20.21,3.529777889,102901030203,NA
"1640",30.09,47.83,1.004538978,120602010502,NA
"1641",22.83,42.41,0.31253173,160401011206,NA
"1642",24.9,9.91,2.372723668,102702050406,NA
"1643",29.78,61.8,1.140913707,80702050302,NA
"1644",22.69,5.8,3.762518085,102200011311,NA
"1645",27.57,48.15,1.793109014,111201030105,NA
"1646",28.03,26.1,1.133140442,31502020204,NA
"1647",25.19,4.4,2.24094508,110702030403,NA
"1648",28.83,36.4,1.386805363,111401030705,NA
"1649",29.04,33.61,1.197319426,31502010309,NA
"1650",27.76,7.69,2.297136423,110600040808,NA
"1651",27.16,66.07,1.679771048,30501030603,NA
"1652",23.4,19.93,1.694452024,160202040405,NA
"1653",29.68,76.69,1.053261213,80702050403,NA
"1654",25.14,7.21,2.811681995,110702010305,NA
"1655",20.04,3.51,2.848675073,90201040401,NA
"1656",26.66,14.35,1.335301294,30300020602,NA
"1657",23.23,9.59,2.463643995,101500010305,NA
"1658",19.54,0.68,3.103033355,101702010903,NA
"1659",24.08,18.17,0.856488061,170200160602,NA
"1660",18.72,2.24,2.178937888,90203010705,NA
"1661",31.42,38.79,1.168716538,120903010712,NA
"1662",29.27,61.07,1.459579349,31800021006,NA
"1663",28.49,2.39,1.880203962,111303020506,NA
"1664",22.56,22.42,1.319041806,101500040905,NA
"1665",27.91,21.71,1.775122738,110600060611,NA
"1666",31.19,71.99,0.944877114,31002080203,NA
"1667",30.51,63.51,1.245238478,31102010802,NA
"1668",28.02,53.52,1.519209363,111003030903,NA
"1669",24.72,21.47,2.320928665,103001010205,NA
"1670",19.25,4.81,1.816254352,90100030305,NA
"1671",24.33,24.75,0.64990858,170200160106,NA
"1672",27.12,9.64,2.133515529,110300130308,NA
"1673",21.93,92.68,0.260963083,140500020603,NA
"1674",23.41,81.97,0.314300068,160401081002,NA
"1675",21.04,86.63,0.378003497,140500050406,NA
"1676",24.39,90.1,0.668647295,160503020405,NA
"1677",17.77,89.12,0.464159744,170102021405,NA
"1678",24.23,91.67,0.684862441,20802030101,NA
"1679",31.53,41.84,1.423751392,121003040402,NA
"1680",18.89,36.78,1.338462816,41504030704,NA
"1681",16.34,92.91,0.926568311,160501010302,NA
"1682",21.64,64.61,0.636278342,160503020204,NA
"1683",21,96.31,0.298466237,130100021102,NA
"1684",29.62,78.85,0.760988306,31800040606,NA
"1685",18.78,0.64,1.925921242,101600010402,NA
"1686",25.69,54.11,1.187137558,51402060508,NA
"1687",24.92,25.21,2.003887567,71401010303,NA
"1688",29.68,45.06,14.54903847,80702020904,NA
"1689",16.3,91.74,0.224291538,171100180402,NA
"1690",31.54,39.19,0.597359484,31001030101,NA
"1691",23.56,3.81,3.231299113,102100070707,NA
"1692",27.54,31.18,1.519911412,80202050403,NA
"1693",20.27,2.69,2.75410755,101600040802,NA
"1694",28.92,1.14,6.187898693,180400080803,NA
"1695",29.36,88.36,0.638662607,31800040705,NA
"1696",24.64,16.41,2.248632803,103001010604,NA
"1697",29.76,0.18,2.738210769,120401040304,NA
"1698",18.5,78.09,0.4210812,170501040304,NA
"1699",28.99,31.78,1.334120958,111302010405,NA
"1700",23.64,2.29,2.670596592,101900060606,NA
"1701",20.43,88.29,0.338787892,180102020713,NA
"1702",25.92,60.76,1.274041337,51302020301,NA
"1703",30.5,15.77,1.476169149,120701040501,NA
"1704",25.08,6.41,2.184667398,102500170310,NA
"1705",30.09,73.04,0.825156849,31102030802,NA
"1706",18.19,44.67,0.39628057,170501040302,NA
"1707",22.88,85,0.454913394,171003080205,NA
"1708",31.28,27.77,1.423352987,120903020102,NA
"1709",19.84,1.78,2.416189711,90201051003,NA
"1710",30.29,41.09,1.008806826,120702010905,NA
"1711",18.26,77.66,0.915622302,171100080109,NA
"1712",19.03,53.76,0.366364905,170501040203,NA
"1713",28.36,59.46,1.590010385,110902030403,NA
"1714",29.58,57.83,1.102644362,111403070205,NA
"1715",30.46,43.67,1.330414396,120904010302,NA
"1716",23.99,17.04,2.495579716,102801030301,NA
"1717",29.41,72.75,1.18694794,111402040203,NA
"1718",21.25,28.52,1.058825477,110200030303,NA
"1719",28.29,18.24,1.703285119,111303020711,NA
"1720",30.49,51.81,1.316515742,31102060405,NA
"1721",18.82,6.53,2.05415318,90202030505,NA
"1722",20.18,1.64,2.499100787,40400030605,NA
"1723",29.22,26.66,1.780703455,80402050801,NA
"1724",17.73,90.32,0.397688694,140200030601,NA
"1725",22.4,28.13,1.833234298,170300030105,NA
"1726",25.49,95.21,0.322389746,140100051901,NA
"1727",21.97,7.3,3.033562793,71200040404,NA
"1728",28.59,9.09,2.192169869,80302070500,NA
"1729",26.05,6.84,2.313347901,102600100505,NA
"1730",27.79,81.79,1.224503086,111101050302,NA
"1731",33.98,97.46,0.234655654,130402010705,NA
"1732",29.52,80.71,0.642346235,30601090107,NA
"1733",27.51,13.23,1.582394135,110400060602,NA
"1734",30.74,56.52,1.376425976,31102060503,NA
"1735",22.38,17.29,1.029202573,100700041006,NA
"1736",28.2,22.53,1.707422147,110902020306,NA
"1737",23.46,22.06,2.274494704,102801020606,NA
"1738",26.99,53.23,2.984040828,30202011104,NA
"1739",29.4,34.56,0.788904282,30802010102,NA
"1740",29.66,7.59,1.870068169,80801020705,NA
"1741",27.65,32.58,1.594308443,110500030211,NA
"1742",35.38,84.71,0.363284091,150302040410,NA
"1743",32.4,99.13,0.376586722,150602030409,NA
"1744",26.73,51.61,1.397041875,60300040402,NA
"1745",27.79,42.4,1.479433168,110500030503,NA
"1746",29.74,86.96,0.923668783,80802040407,NA
"1747",22.17,0.94,3.196822003,101600110906,NA
"1748",27.89,88.03,0.743580459,30501060305,NA
"1749",24.57,3.69,2.742826465,102500160804,NA
"1750",25.18,6.34,2.524333797,102701020404,NA
"1751",26.44,54.83,1.330406088,30401011503,NA
"1752",29.28,21.3,1.982254987,80801020804,NA
"1753",26.78,46.21,2.081877712,30202010902,NA
"1754",23.65,20.52,2.327140933,102801010304,NA
"1755",23.79,23.79,1.8980223,71300080402,NA
"1756",23.16,9.64,0.821135924,101402010904,NA
"1757",24.26,1.98,2.342151979,101900030602,NA
"1758",31.22,21.66,1.06700364,31002020201,NA
"1759",29.79,27.34,1.857995961,120301060507,NA
"1760",29.84,6.03,3.008623748,120401040305,NA
"1761",26.09,4.48,2.251725934,102600080802,NA
"1762",28.14,59.34,5.031117553,180702031001,NA
"1763",30.58,3.72,1.837905903,120701040405,NA
"1764",21.07,0.74,2.974619282,101600060406,NA
"1765",30.3,8.98,1.448993593,120401040603,NA
"1766",26.81,74.88,0.431444962,130202010611,NA
"1767",19.91,96.05,0.294787869,180102020715,NA
"1768",28.93,77.1,1.858652683,31800020805,NA
"1769",17.98,0.15,1.309266754,90100080703,NA
"1770",25.69,1.94,2.367148937,102600060403,NA
"1771",18.18,69.9,1.119533922,160501010303,NA
"1772",31.23,38.09,1.91886863,31002040302,NA
"1773",23.72,2.91,2.933388438,102002030904,NA
"1774",25.56,2.82,1.946832467,102600110404,NA
"1775",29.43,10.96,1.249152525,111302010211,NA
"1776",24.53,50.85,1.390243208,20600060304,NA
"1777",23.57,18.37,2.908134265,102002020205,NA
"1778",21.75,8.38,2.278537741,71200040801,NA
"1779",18.66,2.77,1.428237274,90100080804,NA
"1780",21.01,8.53,1.232465514,101303031603,NA
"1781",23.35,56.42,2.003750922,180600130201,NA
"1782",26.08,4.9,2.022250814,110300110307,NA
"1783",24.9,32.87,2.916954822,102701040501,NA
"1784",23.77,20.99,0.613226916,110200030402,NA
"1785",18.15,21.76,2.981823407,171100040505,NA
"1786",30.36,89.81,0.687549549,121101070102,NA
"1787",24.46,6.89,2.058389352,102802020407,NA
"1788",25.2,26.52,1.666984266,71402040512,NA
"1789",27.62,0.24,1.383269979,110400060604,NA
"1790",27.29,45.1,5.040870016,30202030604,NA
"1791",28.18,56.75,1.841411188,111003020611,NA
"1792",25.18,8.01,2.755390448,110702010304,NA
"1793",21.14,0.56,3.324169298,101600061009,NA
"1794",26.35,54.06,1.28648909,60300040103,NA
"1795",29.74,4.98,1.434719135,111302060501,NA
"1796",27.11,39.02,3.383952311,30202011105,NA
"1797",28.21,24.6,1.684131535,111003020302,NA
"1798",29.85,20.56,1.409979323,111402060606,NA
"1799",24,90.4,0.261126701,180102091002,NA
"1800",20.75,0.78,2.964083517,101600032104,NA
"1801",20.26,65.05,1.185927898,41201020209,NA
"1802",24.25,1.17,2.002011323,101900030409,NA
"1803",24.11,0.97,1.677749016,101900030405,NA
"1804",19.93,2.68,2.156964417,90202040406,NA
"1805",30.23,1.17,2.219542295,120401040303,NA
"1806",26.27,9.16,2.214480301,102600150703,NA
"1807",29.67,79.62,0.674496611,31800040702,NA
"1808",18.71,0.75,1.451861201,90100020603,NA
"1809",29.65,25.71,2.15101429,120301060503,NA
"1810",17.56,74.35,0.468874187,140200020106,NA
"1811",25.65,13.02,2.396738034,102701020504,NA
"1812",24.38,3.77,2.955228411,102702040309,NA
"1813",27.37,55.44,2.578623072,31601110208,NA
"1814",26.58,3.33,2.019831054,102600150505,NA
"1815",23.5,0.49,3.388162428,102702060503,NA
"1816",25.11,9.25,2.634177386,102701020701,NA
"1817",24.08,6.2,0.714816445,170701021103,NA
"1818",27.77,21.78,1.57523818,111003020107,NA
"1819",29.73,5.82,1.52509264,111301020305,NA
"1820",30.2,42.42,0.878421661,120601040105,NA
"1821",27.45,16.38,1.768447605,80203020402,NA
"1822",25.62,1.8,2.074862534,102600110506,NA
"1823",22.36,3.78,3.456266993,101600112004,NA
"1824",30.36,17.39,1.347393625,120401020212,NA
"1825",22.83,22.39,2.829370459,71000090310,NA
"1826",31.19,24.09,1.45497443,31002030101,NA
"1827",22.27,2.21,3.272432811,101600111402,NA
"1828",22.11,6.59,0.995906461,101202020201,NA
"1829",26.45,94.18,0.259852416,140100051906,NA
"1830",21.3,0.81,3.316645598,101600061012,NA
"1831",23.97,5.85,3.189013739,102702030608,NA
"1832",28.79,33.56,1.410926872,111303030810,NA
"1833",30.07,5.5,1.332448504,121004010300,NA
"1834",24.37,22.17,1.971588279,102801031602,NA
"1835",29.67,22.08,1.153530587,111302090509,NA
"1836",24.23,6.63,2.919905637,102702020202,NA
"1837",21.25,23.29,0.923127788,110200030107,NA
"1838",24.89,9.06,2.404348036,102702070606,NA
"1839",29.69,5.2,1.638700092,111302030407,NA
"1840",29.57,49.57,2.047049804,80702020607,NA
"1841",25.65,74.47,0.481683874,140801050505,NA
"1842",30.66,45.02,0.474160218,150100120901,NA
"1843",17.54,95.3,0.598607,40103020702,NA
"1844",26.81,3.56,2.116527611,110300130204,NA
"1845",28.58,56.6,1.544993727,80402050403,NA
"1846",24.47,5.3,2.509229704,102400060406,NA
"1847",29.27,44.16,2.297481059,111403030204,NA
"1848",23.6,8.91,3.161494569,102100040508,NA
"1849",22.23,48.32,0.869983966,20301030603,NA
"1850",24.73,6.18,2.7132799,102400080403,NA
"1851",29.62,37.1,3.379342508,80702020608,NA
"1852",25.17,66.65,0.801553496,20802040501,NA
"1853",27.43,60.82,2.124700509,110702090704,NA
"1854",23.66,15.24,4.120648948,102100090503,NA
"1855",24.96,84.45,0.42085324,160503010604,NA
"1856",27.3,37.18,3.430340395,30201030604,NA
"1857",29.14,29.53,1.584903189,80402050802,NA
